customer_key,customer_id,customer_name,country,ages,age_category,total_orders,total_quantity,total_products,total_sales,customer_type,recent_order,oldest_order,time_period,customer_frequency,avg_spend_of_customer,spend_by_customer,customer_contribution
12252,23251,Evan Scott,United States,67,Senior_Citizen,1,2,2,45,NEW,2013-03-17,2013-03-17,0,new customer,22.5,45,0.00%
12253,23252,Alexia Wood,United States,68,Senior_Citizen,1,2,2,15,NEW,2013-02-17,2013-02-17,0,new customer,7.5,15,0.00%
12254,23253,Brooke Bell,Canada,67,Senior_Citizen,1,2,2,40,NEW,2013-07-09,2013-07-09,0,new customer,20,40,0.00%
12255,23254,Jack Gonzalez,United States,67,Senior_Citizen,1,1,1,10,NEW,2013-02-23,2013-02-23,0,new customer,10,10,0.00%
12256,23255,Xavier Johnson,Canada,55,Mid_aged,1,2,2,40,NEW,2013-02-22,2013-02-22,0,new customer,20,40,0.00%
12257,23256,Mario Chande,United States,66,Senior_Citizen,1,4,4,74,NEW,2013-09-20,2013-09-20,0,new customer,18.5,74,0.00%
12258,23257,Charles Stewart,United States,67,Senior_Citizen,1,1,1,540,NEW,2013-07-13,2013-07-13,0,new customer,540,540,0.00%
12259,23258,Megan Watson,United States,66,Senior_Citizen,1,2,2,15,NEW,2013-06-22,2013-06-22,0,new customer,7.5,15,0.00%
12260,23259,John Taylor,United States,65,Senior_Citizen,1,3,3,50,NEW,2013-11-10,2013-11-10,0,new customer,16.67,50,0.00%
12261,23260,Edwin Goel,United States,66,Senior_Citizen,1,4,4,93,NEW,2013-10-23,2013-10-23,0,new customer,23.25,93,0.00%
12262,23261,Jada Peterson,United States,66,Senior_Citizen,1,4,4,78,NEW,2013-07-10,2013-07-10,0,new customer,19.5,78,0.00%
12263,23262,Sydney Kelly,United States,66,Senior_Citizen,1,3,3,50,NEW,2013-10-13,2013-10-13,0,new customer,16.67,50,0.00%
12264,23263,Angel Lopez,United States,60,Senior_Citizen,1,3,3,24,NEW,2013-08-15,2013-08-15,0,new customer,8,24,0.00%
12265,23264,Warren Hu,United States,60,Senior_Citizen,1,1,1,540,NEW,2013-07-21,2013-07-21,0,new customer,540,540,0.00%
12266,23265,Savannah James,United States,66,Senior_Citizen,1,4,4,563,NEW,2013-07-04,2013-07-04,0,new customer,140.75,563,0.00%
12267,23266,Jessica Watson,United States,65,Senior_Citizen,1,4,4,604,NEW,2013-07-13,2013-07-13,0,new customer,151,604,0.00%
12268,23267,Juan James,Canada,60,Senior_Citizen,2,5,5,4862,Regular,2013-03-19,2011-08-24,19,regular customer,972.4,4862,0.02%
12269,23268,Katelyn Morris,United States,65,Senior_Citizen,1,4,4,567,NEW,2013-07-21,2013-07-21,0,new customer,141.75,567,0.00%
12270,23269,Taylor Griffin,United States,65,Senior_Citizen,1,2,2,575,NEW,2013-07-27,2013-07-27,0,new customer,287.5,575,0.00%
12271,23270,Anna Anderson,United States,53,Mid_aged,1,4,4,618,NEW,2013-08-02,2013-08-02,0,new customer,154.5,618,0.00%
12272,23271,Alexandra Clark,United States,63,Senior_Citizen,1,3,3,50,NEW,2013-08-08,2013-08-08,0,new customer,16.67,50,0.00%
12273,23272,Tristan Hayes,United States,58,Mid_aged,1,3,3,39,NEW,2013-03-22,2013-03-22,0,new customer,13,39,0.00%
12274,23273,Benjamin Long,United States,64,Senior_Citizen,1,3,3,39,NEW,2014-01-27,2014-01-27,0,new customer,13,39,0.00%
12275,23274,Ethan Jackson,United States,58,Mid_aged,1,3,3,50,NEW,2013-02-27,2013-02-27,0,new customer,16.67,50,0.00%
12276,23275,Miguel Jackson,United States,64,Senior_Citizen,1,3,3,69,NEW,2013-11-06,2013-11-06,0,new customer,23,69,0.00%
12277,23276,Vincent Zhou,United States,63,Senior_Citizen,1,2,2,2393,Regular,2013-07-11,2013-07-11,0,new customer,1196.5,2393,0.01%
12278,23277,Isaiah Torres,United States,64,Senior_Citizen,1,3,3,23,NEW,2013-02-04,2013-02-04,0,new customer,7.67,23,0.00%
12279,23278,Chloe Flores,United States,64,Senior_Citizen,1,1,1,10,NEW,2013-06-14,2013-06-14,0,new customer,10,10,0.00%
12280,23279,Edward Johnson,Canada,64,Senior_Citizen,1,2,2,125,NEW,2013-10-28,2013-10-28,0,new customer,62.5,125,0.00%
12281,23280,Hannah Alexander,United States,58,Mid_aged,1,2,2,15,NEW,2013-05-07,2013-05-07,0,new customer,7.5,15,0.00%
12282,23281,Megan Harris,Canada,63,Senior_Citizen,2,3,3,4828,Regular,2013-03-23,2011-09-28,18,regular customer,1609.33,4828,0.02%
12283,23282,Ariana James,United States,63,Senior_Citizen,1,3,3,37,NEW,2013-05-01,2013-05-01,0,new customer,12.33,37,0.00%
12284,23283,Haley Torres,Canada,57,Mid_aged,2,3,3,4828,Regular,2013-04-17,2011-09-13,19,regular customer,1609.33,4828,0.02%
12285,23284,Wyatt Coleman,Canada,46,Mid_aged,1,2,2,40,NEW,2013-07-23,2013-07-23,0,new customer,20,40,0.00%
12286,23285,Latoya Luo,United States,62,Senior_Citizen,1,3,3,70,NEW,2014-01-17,2014-01-17,0,new customer,23.33,70,0.00%
12287,23286,Taylor Bell,United States,57,Mid_aged,1,1,1,30,NEW,2013-07-17,2013-07-17,0,new customer,30,30,0.00%
12288,23287,Juan Kelly,United States,61,Senior_Citizen,1,4,4,609,NEW,2013-08-01,2013-08-01,0,new customer,152.25,609,0.00%
12289,23288,Eduardo Evans,United States,56,Mid_aged,1,2,2,39,NEW,2013-08-02,2013-08-02,0,new customer,19.5,39,0.00%
12290,23289,Justin Robinson,United States,61,Senior_Citizen,1,2,2,35,NEW,2013-02-13,2013-02-13,0,new customer,17.5,35,0.00%
12291,23290,Angelica Bennett,Canada,56,Mid_aged,1,2,2,7,NEW,2014-01-11,2014-01-11,0,new customer,3.5,7,0.00%
12292,23291,Timothy Evans,United States,61,Senior_Citizen,1,3,3,43,NEW,2014-01-22,2014-01-22,0,new customer,14.33,43,0.00%
12293,23292,Jose Russell,United States,56,Mid_aged,1,2,2,35,NEW,2013-07-30,2013-07-30,0,new customer,17.5,35,0.00%
12294,23293,Kaylee Peterson,United States,62,Senior_Citizen,1,3,3,152,NEW,2013-09-01,2013-09-01,0,new customer,50.67,152,0.00%
12295,23294,Suzanne Chen,United States,62,Senior_Citizen,1,3,3,37,NEW,2013-06-01,2013-06-01,0,new customer,12.33,37,0.00%
12296,23295,Jaime Torres,United States,61,Senior_Citizen,1,2,2,35,NEW,2013-09-13,2013-09-13,0,new customer,17.5,35,0.00%
12297,23296,Molly Mehta,United States,48,Mid_aged,1,3,3,570,NEW,2013-08-22,2013-08-22,0,new customer,190,570,0.00%
12298,23297,Tyrone Gomez,United States,49,Mid_aged,1,3,3,37,NEW,2013-09-03,2013-09-03,0,new customer,12.33,37,0.00%
12299,23298,Robert Martinez,United States,47,Mid_aged,1,3,3,70,NEW,2013-09-16,2013-09-16,0,new customer,23.33,70,0.00%
12300,23299,Kristy Jimenez,United States,47,Mid_aged,1,1,1,30,NEW,2013-02-26,2013-02-26,0,new customer,30,30,0.00%
12301,23300,Julia Henderson,United States,52,Mid_aged,1,4,4,134,NEW,2013-04-18,2013-04-18,0,new customer,33.5,134,0.00%
12302,23301,Noah Anderson,United States,52,Mid_aged,1,3,3,57,NEW,2013-12-16,2013-12-16,0,new customer,19,57,0.00%
12303,23302,Fernando Walker,United States,42,Mid_aged,1,3,3,554,NEW,2013-08-18,2013-08-18,0,new customer,184.67,554,0.00%
12304,23303,Connor Lal,United States,42,Mid_aged,1,3,3,37,NEW,2013-10-24,2013-10-24,0,new customer,12.33,37,0.00%
12305,23304,Jordan Simmons,United States,42,Mid_aged,1,3,3,37,NEW,2013-09-29,2013-09-29,0,new customer,12.33,37,0.00%
12306,23305,Robyn Dominguez,Australia,76,Senior_Citizen,1,2,2,7,NEW,2013-05-04,2013-05-04,0,new customer,3.5,7,0.00%
12307,23306,Byron Ortega,Canada,42,Mid_aged,2,3,3,4828,Regular,2013-04-10,2011-09-07,19,regular customer,1609.33,4828,0.02%
12308,23307,Meredith Ramos,Australia,74,Senior_Citizen,1,3,3,68,NEW,2013-05-11,2013-05-11,0,new customer,22.67,68,0.00%
12309,23308,Madison Perry,Australia,70,Senior_Citizen,1,1,1,5,NEW,2013-12-08,2013-12-08,0,new customer,5,5,0.00%
12310,23309,Latoya Chande,Australia,74,Senior_Citizen,1,2,2,60,NEW,2013-03-11,2013-03-11,0,new customer,30,60,0.00%
12311,23310,Sydney Wood,Australia,69,Senior_Citizen,2,5,5,3333,Regular,2013-01-07,2012-07-20,6,regular customer,666.6,3333,0.01%
12312,23311,Veronica Gonzalez,Australia,74,Senior_Citizen,2,3,3,3337,Regular,2013-02-01,2012-07-05,7,regular customer,1112.33,3337,0.01%
12313,23312,Sheena Lal,Australia,74,Senior_Citizen,1,2,2,14,NEW,2013-09-06,2013-09-06,0,new customer,7,14,0.00%
12314,23313,Corey Lal,Australia,73,Senior_Citizen,2,5,5,2906,Regular,2013-07-29,2012-07-12,12,regular customer,581.2,2906,0.01%
12315,23314,Alfredo Munoz,Australia,57,Mid_aged,2,5,5,2745,Regular,2013-07-17,2012-07-09,12,regular customer,549,2745,0.01%
12316,23315,Carmen Chandra,Australia,74,Senior_Citizen,1,3,3,15,NEW,2013-10-27,2013-10-27,0,new customer,5,15,0.00%
12317,23316,Billy Blanco,Australia,73,Senior_Citizen,2,5,5,2835,Regular,2013-07-29,2012-07-09,12,regular customer,567,2835,0.01%
12318,23317,Beth Martin,Australia,72,Senior_Citizen,1,2,2,40,NEW,2013-09-20,2013-09-20,0,new customer,20,40,0.00%
12319,23318,Patrick Morgan,United States,42,Mid_aged,1,2,2,561,NEW,2013-08-03,2013-08-03,0,new customer,280.5,561,0.00%
12320,23319,Luis Green,United States,42,Mid_aged,1,2,2,575,NEW,2013-10-12,2013-10-12,0,new customer,287.5,575,0.00%
12321,23320,Kendra Gomez,Australia,72,Senior_Citizen,2,3,3,2731,Regular,2013-07-10,2012-07-21,12,regular customer,910.33,2731,0.01%
12322,23321,Karl Xu,Australia,71,Senior_Citizen,2,5,5,3061,Regular,2013-07-15,2012-07-30,12,regular customer,612.2,3061,0.01%
12323,23322,Wesley Li,Australia,65,Senior_Citizen,2,4,4,3042,Regular,2013-07-28,2012-07-22,12,regular customer,760.5,3042,0.01%
12324,23323,Alfredo Alonso,Australia,70,Senior_Citizen,2,4,4,2745,Regular,2013-07-28,2012-07-25,12,regular customer,686.25,2745,0.01%
12325,23324,Deborah Deng,Australia,69,Senior_Citizen,2,3,3,2731,Regular,2013-07-07,2012-07-10,12,regular customer,910.33,2731,0.01%
12326,23325,Tiffany Zimmerman,Australia,70,Senior_Citizen,2,4,4,2997,Regular,2013-07-23,2012-07-25,12,regular customer,749.25,2997,0.01%
12327,23326,Tiffany Ye,United States,40,Mid_aged,1,2,2,561,NEW,2013-08-18,2013-08-18,0,new customer,280.5,561,0.00%
12328,23327,Madison Moore,United States,41,Mid_aged,1,4,4,74,NEW,2013-10-03,2013-10-03,0,new customer,18.5,74,0.00%
12329,23328,Julian Butler,United States,41,Mid_aged,1,4,4,2442,Regular,2013-08-26,2013-08-26,0,new customer,610.5,2442,0.01%
12330,23329,Sharon Raji,Australia,68,Senior_Citizen,1,2,2,40,NEW,2013-08-23,2013-08-23,0,new customer,20,40,0.00%
12331,23330,Julian Washington,Australia,67,Senior_Citizen,1,2,2,32,NEW,2013-06-15,2013-06-15,0,new customer,16,32,0.00%
12332,23331,Jeremiah Gray,Australia,60,Senior_Citizen,2,2,2,4144,Regular,2013-05-30,2012-07-27,10,regular customer,2072,4144,0.01%
12333,23332,Martin Garcia,Australia,60,Senior_Citizen,2,2,2,4144,Regular,2013-06-21,2012-06-30,12,regular customer,2072,4144,0.01%
12334,23333,Steve Sun,United States,45,Mid_aged,1,4,4,120,NEW,2013-07-12,2013-07-12,0,new customer,30,120,0.00%
12335,23334,Brandon Wilson,United States,46,Mid_aged,1,3,3,554,NEW,2013-07-31,2013-07-31,0,new customer,184.67,554,0.00%
12336,23335,James Robinson,United States,46,Mid_aged,1,2,2,32,NEW,2013-10-19,2013-10-19,0,new customer,16,32,0.00%
12337,23336,Jocelyn Bryant,United States,45,Mid_aged,1,2,2,32,NEW,2013-03-12,2013-03-12,0,new customer,16,32,0.00%
12338,23337,Isaiah Green,United States,45,Mid_aged,1,1,1,30,NEW,2013-09-28,2013-09-28,0,new customer,30,30,0.00%
12339,23338,Lucas Jenkins,United States,42,Mid_aged,1,4,4,567,NEW,2013-08-17,2013-08-17,0,new customer,141.75,567,0.00%
12340,23339,Zoe Reed,United States,47,Mid_aged,1,2,2,575,NEW,2013-08-09,2013-08-09,0,new customer,287.5,575,0.00%
12341,23340,Mackenzie Collins,United States,47,Mid_aged,1,3,3,554,NEW,2013-10-01,2013-10-01,0,new customer,184.67,554,0.00%
12342,23341,Kelvin Chen,United States,47,Mid_aged,1,2,2,561,NEW,2013-10-08,2013-10-08,0,new customer,280.5,561,0.00%
12343,23342,Cristina She,United States,48,Mid_aged,1,4,4,556,NEW,2013-10-08,2013-10-08,0,new customer,139,556,0.00%
12344,23343,Bruce Rubio,Australia,64,Senior_Citizen,2,3,3,3937,Regular,2013-06-05,2012-07-30,11,regular customer,1312.33,3937,0.01%
12345,23344,Sharon Xu,Australia,63,Senior_Citizen,2,2,2,3883,Regular,2013-06-05,2012-07-02,11,regular customer,1941.5,3883,0.01%
12346,23345,Mario Lal,Australia,63,Senior_Citizen,1,1,1,5,NEW,2013-07-24,2013-07-24,0,new customer,5,5,0.00%
12347,23346,Carly Raji,Australia,61,Senior_Citizen,1,1,1,5,NEW,2013-04-20,2013-04-20,0,new customer,5,5,0.00%
12348,23347,Eddie Carlson,Australia,61,Senior_Citizen,1,1,1,5,NEW,2013-09-06,2013-09-06,0,new customer,5,5,0.00%
12349,23348,Tiffany Chen,Australia,62,Senior_Citizen,2,5,5,4167,Regular,2013-06-29,2012-07-22,11,regular customer,833.4,4167,0.01%
12350,23349,Lauren Johnson,United States,48,Mid_aged,1,4,4,66,NEW,2013-09-27,2013-09-27,0,new customer,16.5,66,0.00%
12351,23350,Natalie Thomas,Canada,42,Mid_aged,1,2,2,60,NEW,2014-01-03,2014-01-03,0,new customer,30,60,0.00%
12352,23351,Lucas Sanchez,Canada,47,Mid_aged,2,3,3,4828,Regular,2013-05-16,2011-09-06,20,regular customer,1609.33,4828,0.02%
12353,23352,Kevin Mitchell,United States,46,Mid_aged,1,1,1,540,NEW,2013-08-17,2013-08-17,0,new customer,540,540,0.00%
12354,23353,Sophia Scott,United States,47,Mid_aged,1,4,4,45,NEW,2013-09-30,2013-09-30,0,new customer,11.25,45,0.00%
12355,23354,Eddie Gomez,United States,46,Mid_aged,1,3,3,70,NEW,2013-02-28,2013-02-28,0,new customer,23.33,70,0.00%
12356,23355,Lance Serrano,United States,46,Mid_aged,1,2,2,604,NEW,2013-08-07,2013-08-07,0,new customer,302,604,0.00%
12357,23356,Grace Ward,United States,46,Mid_aged,1,4,4,589,NEW,2013-08-07,2013-08-07,0,new customer,147.25,589,0.00%
12358,23357,Micah Yang,United States,47,Mid_aged,1,3,3,99,NEW,2013-04-15,2013-04-15,0,new customer,33,99,0.00%
12359,23358,Alberto Alvarez,United States,41,Mid_aged,1,4,4,562,NEW,2013-08-16,2013-08-16,0,new customer,140.5,562,0.00%
12360,23359,Dalton Alexander,United States,55,Mid_aged,1,1,1,540,NEW,2013-10-09,2013-10-09,0,new customer,540,540,0.00%
12361,23360,Marcus Moore,United States,55,Mid_aged,1,1,1,30,NEW,2013-03-06,2013-03-06,0,new customer,30,30,0.00%
12362,23361,Chloe Lopez,United States,62,Senior_Citizen,1,2,2,32,NEW,2014-01-16,2014-01-16,0,new customer,16,32,0.00%
12363,23362,Nicholas Martin,Canada,63,Senior_Citizen,1,2,2,7,NEW,2013-11-07,2013-11-07,0,new customer,3.5,7,0.00%
12364,23363,David Russell,Canada,63,Senior_Citizen,1,1,1,5,NEW,2014-01-06,2014-01-06,0,new customer,5,5,0.00%
12365,23364,Natalie Young,United States,57,Mid_aged,1,2,2,32,NEW,2013-04-07,2013-04-07,0,new customer,16,32,0.00%
12366,23365,Vanessa Flores,United States,56,Mid_aged,1,1,1,540,NEW,2013-09-06,2013-09-06,0,new customer,540,540,0.00%
12367,23366,Fernando Campbell,United States,57,Mid_aged,1,4,4,59,NEW,2013-04-07,2013-04-07,0,new customer,14.75,59,0.00%
12368,23367,Haley Ramirez,United States,56,Mid_aged,1,3,3,70,NEW,2013-06-16,2013-06-16,0,new customer,23.33,70,0.00%
12369,23368,Cassidy Flores,Canada,56,Mid_aged,1,1,1,5,NEW,2013-07-02,2013-07-02,0,new customer,5,5,0.00%
12370,23369,Morgan Washington,United States,46,Mid_aged,1,4,4,609,NEW,2013-09-10,2013-09-10,0,new customer,152.25,609,0.00%
12371,23370,Mya Alexander,United States,52,Mid_aged,1,3,3,563,NEW,2013-09-29,2013-09-29,0,new customer,187.67,563,0.00%
12372,23371,Katherine Roberts,United States,58,Mid_aged,1,2,2,564,NEW,2013-09-05,2013-09-05,0,new customer,282,564,0.00%
12373,23372,Jack Diaz,United States,58,Mid_aged,1,3,3,554,NEW,2013-08-31,2013-08-31,0,new customer,184.67,554,0.00%
12374,23373,Gabrielle Murphy,United States,58,Mid_aged,1,2,2,561,NEW,2013-09-22,2013-09-22,0,new customer,280.5,561,0.00%
12375,23374,Emma Gray,United States,58,Mid_aged,1,4,4,589,NEW,2013-10-12,2013-10-12,0,new customer,147.25,589,0.00%
12376,23375,Christian Zhang,United States,59,Mid_aged,1,2,2,564,NEW,2013-10-23,2013-10-23,0,new customer,282,564,0.00%
12377,23376,Zachary Flores,Canada,48,Mid_aged,2,3,3,5314,VIP,2013-04-03,2011-09-23,19,regular customer,1771.33,5314,0.02%
12378,23377,Samantha Hayes,United States,59,Mid_aged,1,3,3,557,NEW,2013-10-21,2013-10-21,0,new customer,185.67,557,0.00%
12379,23378,Jackson Phillips,Canada,53,Mid_aged,2,5,5,5317,VIP,2013-05-16,2011-09-17,20,regular customer,1063.4,5317,0.02%
12380,23379,Riley Richardson,United States,48,Mid_aged,1,2,2,15,NEW,2013-05-27,2013-05-27,0,new customer,7.5,15,0.00%
12381,23380,Gabriel Campbell,United States,49,Mid_aged,1,3,3,70,NEW,2013-03-26,2013-03-26,0,new customer,23.33,70,0.00%
12382,23381,Bianca Hu,United States,59,Mid_aged,1,3,3,37,NEW,2014-01-28,2014-01-28,0,new customer,12.33,37,0.00%
12383,23382,Xavier Barnes,United States,59,Mid_aged,1,4,4,600,NEW,2013-08-29,2013-08-29,0,new customer,150,600,0.00%
12384,23383,Caleb Allen,United States,60,Senior_Citizen,1,4,4,600,NEW,2013-09-05,2013-09-05,0,new customer,150,600,0.00%
12385,23384,Taylor Wilson,United States,60,Senior_Citizen,1,2,2,549,NEW,2013-09-21,2013-09-21,0,new customer,274.5,549,0.00%
12386,23385,Isaac Brooks,Canada,54,Mid_aged,2,5,5,4829,Regular,2013-05-11,2011-09-03,20,regular customer,965.8,4829,0.02%
12387,23386,Jose Smith,United States,55,Mid_aged,1,2,2,549,NEW,2013-09-23,2013-09-23,0,new customer,274.5,549,0.00%
12388,23387,Xavier Perry,United States,61,Senior_Citizen,1,4,4,94,NEW,2013-06-09,2013-06-09,0,new customer,23.5,94,0.00%
12389,23388,Ana Henderson,United States,60,Senior_Citizen,1,3,3,70,NEW,2013-12-06,2013-12-06,0,new customer,23.33,70,0.00%
12390,23389,Jack Perry,United States,60,Senior_Citizen,1,3,3,37,NEW,2013-04-29,2013-04-29,0,new customer,12.33,37,0.00%
12391,23390,Dakota Flores,United States,53,Mid_aged,1,1,1,540,NEW,2013-09-05,2013-09-05,0,new customer,540,540,0.00%
12392,23391,Joanna Moreno,United States,54,Mid_aged,1,5,5,613,NEW,2013-09-21,2013-09-21,0,new customer,122.6,613,0.00%
12393,23392,Adrienne Dominguez,United States,48,Mid_aged,1,3,3,554,NEW,2013-08-29,2013-08-29,0,new customer,184.67,554,0.00%
12394,23393,Jennifer Anderson,United States,48,Mid_aged,1,3,3,615,NEW,2013-09-05,2013-09-05,0,new customer,205,615,0.00%
12395,23394,Anna Bell,United States,53,Mid_aged,1,1,1,540,NEW,2013-09-08,2013-09-08,0,new customer,540,540,0.00%
12396,23395,Ryan Martinez,United States,54,Mid_aged,1,3,3,554,NEW,2013-09-13,2013-09-13,0,new customer,184.67,554,0.00%
12397,23396,Kaitlyn Long,Canada,55,Mid_aged,2,4,4,4892,Regular,2013-05-20,2011-10-28,19,regular customer,1223,4892,0.02%
12398,23397,Isabelle Bryant,Canada,61,Senior_Citizen,2,3,3,4828,Regular,2013-06-16,2011-10-10,20,regular customer,1609.33,4828,0.02%
12399,23398,Karl Chander,United States,61,Senior_Citizen,1,3,3,554,NEW,2013-09-18,2013-09-18,0,new customer,184.67,554,0.00%
12400,23399,Keith Pal,United States,61,Senior_Citizen,1,2,2,561,NEW,2013-08-29,2013-08-29,0,new customer,280.5,561,0.00%
12401,23400,Andrew Lee,United States,45,Mid_aged,1,1,1,30,NEW,2013-12-16,2013-12-16,0,new customer,30,30,0.00%
12402,23401,Evan Brooks,Canada,56,Mid_aged,1,2,2,40,NEW,2013-09-12,2013-09-12,0,new customer,20,40,0.00%
12403,23402,Melissa Cox,United States,62,Senior_Citizen,1,1,1,30,NEW,2013-02-25,2013-02-25,0,new customer,30,30,0.00%
12404,23403,Justin Powell,United States,63,Senior_Citizen,1,3,3,554,NEW,2013-09-21,2013-09-21,0,new customer,184.67,554,0.00%
12405,23404,Amanda Peterson,United States,62,Senior_Citizen,1,3,3,625,NEW,2013-09-20,2013-09-20,0,new customer,208.33,625,0.00%
12406,23405,Kari Madan,United States,51,Mid_aged,1,3,3,70,NEW,2013-03-20,2013-03-20,0,new customer,23.33,70,0.00%
12407,23406,Frederick Sanchez,United States,63,Senior_Citizen,1,1,1,30,NEW,2013-02-16,2013-02-16,0,new customer,30,30,0.00%
12408,23407,Lauren Garcia,United States,46,Mid_aged,1,2,2,561,NEW,2013-10-19,2013-10-19,0,new customer,280.5,561,0.00%
12409,23408,Ivan Perez,Australia,52,Mid_aged,2,4,4,4218,Regular,2013-06-22,2012-07-03,11,regular customer,1054.5,4218,0.01%
12410,23409,Brad Raji,Australia,51,Mid_aged,2,3,3,3918,Regular,2013-06-18,2012-07-05,11,regular customer,1306,3918,0.01%
12411,23410,Carrie Alvarez,Australia,52,Mid_aged,2,5,5,4017,Regular,2013-06-06,2012-07-23,11,regular customer,803.4,4017,0.01%
12412,23411,Cesar Prasad,Australia,47,Mid_aged,2,4,4,3577,Regular,2013-01-31,2012-07-01,6,regular customer,894.25,3577,0.01%
12413,23412,Dalton Coleman,Australia,52,Mid_aged,2,5,5,3586,Regular,2013-02-19,2012-07-14,7,regular customer,717.2,3586,0.01%
12414,23413,Max Ortega,Australia,52,Mid_aged,2,3,3,3617,Regular,2013-02-27,2012-07-19,7,regular customer,1205.67,3617,0.01%
12415,23414,Damien Lin,Australia,53,Mid_aged,2,4,4,3391,Regular,2013-03-17,2012-07-03,8,regular customer,847.75,3391,0.01%
12416,23415,Kristi Moreno,Australia,53,Mid_aged,2,3,3,3588,Regular,2013-03-24,2012-07-01,8,regular customer,1196,3588,0.01%
12417,23416,Kristin Shan,Australia,47,Mid_aged,2,3,3,3598,Regular,2013-03-01,2012-07-26,8,regular customer,1199.33,3598,0.01%
12418,23417,Emmanuel Sai,Australia,52,Mid_aged,2,3,3,3337,Regular,2013-03-28,2012-07-20,8,regular customer,1112.33,3337,0.01%
12419,23418,Brittney Wu,Australia,48,Mid_aged,2,5,5,3400,Regular,2013-03-15,2012-07-04,8,regular customer,680,3400,0.01%
12420,23419,Shawna Xu,Australia,43,Mid_aged,1,2,2,40,NEW,2013-10-29,2013-10-29,0,new customer,20,40,0.00%
12421,23420,Mario Moyer,Australia,51,Mid_aged,2,2,2,4144,Regular,2013-06-21,2012-07-25,11,regular customer,2072,4144,0.01%
12422,23421,Willie Yuan,Australia,51,Mid_aged,2,5,5,4208,Regular,2013-07-27,2012-07-03,12,regular customer,841.6,4208,0.01%
12423,23422,Casey Alonso,Australia,52,Mid_aged,2,4,4,3912,Regular,2013-07-21,2012-08-21,11,regular customer,978,3912,0.01%
12424,23423,Adam Powell,Australia,48,Mid_aged,2,3,3,3937,Regular,2013-07-04,2012-08-03,11,regular customer,1312.33,3937,0.01%
12425,23424,Adriana Subram,Australia,43,Mid_aged,1,2,2,29,NEW,2013-04-18,2013-04-18,0,new customer,14.5,29,0.00%
12426,23425,Rachael Lopez,Australia,49,Mid_aged,2,5,5,3952,Regular,2013-07-10,2012-08-23,11,regular customer,790.4,3952,0.01%
12427,23426,Mathew Ferrier,Australia,49,Mid_aged,1,2,2,40,NEW,2013-10-13,2013-10-13,0,new customer,20,40,0.00%
12428,23427,Jay Sai,Australia,54,Mid_aged,1,1,1,5,NEW,2013-12-04,2013-12-04,0,new customer,5,5,0.00%
